status_name,facility_name,facility_ward,facility_constituency,facility_subcounty,facility_county,name,code,date_established,facility
Fully-functional,Thome Disp.,Salama,Laikipia West,Laikipia West,Laikipia,Thome B community Unit,712987.0,2018-07-01,fdc1bdfb-80cc-4a21-b325-e1a9c686a7cb
Fully-functional,Muruku Dispensary,Salama,Laikipia West,Laikipia West,Laikipia,Muruku community Unit,712988.0,2018-07-01,36e5b2cf-009a-4e0a-992d-b1e1e6fe82b1
Fully-functional,Lorien Dispensary,Rumuruti Township,Laikipia West,Laikipia West,Laikipia,Lorien Community Unit,712989.0,2018-07-01,810c946f-64d7-4464-98d7-1fdad8b9a41f
Fully-functional,Ndurumo Dispensary,Rumuruti Township,Laikipia West,Laikipia West,Laikipia,Ndurumo community unit,712990.0,2009-07-01,97e47998-b703-4988-9334-45b9e1c03d8c
Fully-functional,Rumuruti District Hospital,Rumuruti Township,Laikipia West,Laikipia West,Laikipia,Rumuruti D Community Unit,712991.0,2009-07-01,41a4f75f-8318-459e-ad30-95431c0b1bd9
Fully-functional,Rumuruti District Hospital,Rumuruti Township,Laikipia West,Laikipia West,Laikipia,Rumuruti C Community Unit,712992.0,2009-07-01,41a4f75f-8318-459e-ad30-95431c0b1bd9
Fully-functional,Rumuruti District Hospital,Rumuruti Township,Laikipia West,Laikipia West,Laikipia,Rumuruti B Community Unit,712993.0,2009-01-01,41a4f75f-8318-459e-ad30-95431c0b1bd9
Fully-functional,Mbogoini,Ol-moran,Laikipia West,Laikipia West,Laikipia,Githima B Community Unit,712994.0,2018-07-01,7dfa4b7a-40e3-4c25-ba06-bba0f0703526
Fully-functional,Sipili Health Centre,Ol-moran,Laikipia West,Laikipia West,Laikipia,Sipili C Commuity Unit,712995.0,2012-07-01,dc5ae9e9-d3d6-434d-826d-49eefda1c4a4
Fully-functional,Sipili Health Centre,Ol-moran,Laikipia West,Laikipia West,Laikipia,Sipili B Commuity Unit,712996.0,2012-07-01,dc5ae9e9-d3d6-434d-826d-49eefda1c4a4
Fully-functional,Kabati Dispensary (Laikipia West),Ol-moran,Laikipia West,Laikipia West,Laikipia,Kabati B Community Unit,712997.0,2018-07-01,5bfb5ee6-7e38-4d24-a7b9-18034622f6f2
Fully-functional,Olmoran Health Centre,Ol-moran,Laikipia West,Laikipia West,Laikipia,Ol-moran B Community Unit,712998.0,2018-07-01,70453c77-f6f2-4edc-944c-48d4c6ab1a34
Fully-functional,Karumaindo,Githiga,Laikipia West,Laikipia West,Laikipia,Karumaindo Community Unit,713103.0,2018-07-01,621c46c5-4ad5-4164-a2a5-f447fea1ff1d
Fully-functional,Matuiku,Githiga,Laikipia West,Laikipia West,Laikipia,MATUIKU B community unit,713026.0,2018-07-01,338e7e2f-a5e9-41f9-af59-677dea721b8a
Fully-functional,Mwenje Dispensary,Githiga,Laikipia West,Laikipia West,Laikipia,MWENJE B community unit,713035.0,2018-07-01,d34cb193-4594-49af-b063-4bd920dfa37f
Fully-functional,Ndindika Health Centre,Githiga,Laikipia West,Laikipia West,Laikipia,NJORUA B community unit,713030.0,2018-07-01,6059a49c-6d66-47ec-ad96-74173f6fceb4
Fully-functional,Ndindika Health Centre,Githiga,Laikipia West,Laikipia West,Laikipia,KINAMBA E community unit,713037.0,2009-07-01,6059a49c-6d66-47ec-ad96-74173f6fceb4
Fully-functional,Ndindika Health Centre,Githiga,Laikipia West,Laikipia West,Laikipia,KINAMBA D community unit,713036.0,2009-01-01,6059a49c-6d66-47ec-ad96-74173f6fceb4
Fully-functional,Ndindika Health Centre,Githiga,Laikipia West,Laikipia West,Laikipia,KINAMBA C community unit,713031.0,2009-07-01,6059a49c-6d66-47ec-ad96-74173f6fceb4
Fully-functional,Ndindika Health Centre,Githiga,Laikipia West,Laikipia West,Laikipia,KINAMBA B,713021.0,2009-01-01,6059a49c-6d66-47ec-ad96-74173f6fceb4
Fully-functional,Buchenge Dispensary,Kapsaos,Ainamoi,Ainamoi,Kericho,Buchenge Community Health Unit,712877.0,2021-08-02,e3a4e8ed-b6f5-4877-a2d4-de967f41f4a3
Fully-functional,GK Prisons Dispensary (Kericho),Kapkugerwet,Ainamoi,Ainamoi,Kericho,Township Community Health Unit,712878.0,2022-05-02,d3de3255-c9c9-4c73-8b06-be38344ccd19
Fully-functional,GK Prisons Medium Dispensary,Kapkugerwet,Ainamoi,Ainamoi,Kericho,Taiywet Community Health Unit,712879.0,2022-08-01,76526172-d656-4dc0-b6b8-be286801c1ce
Fully-functional,Ketitui Dispensary,Kapsoit,Ainamoi,Ainamoi,Kericho,Kapsoit Community Health Unit,712880.0,2023-05-01,8ef240f3-9613-4511-b5f8-e549bc1054ba
Fully-functional,Dertu Health Centre,Dertu,Daadab,Dadaab,Garissa,Gariguane Community Unit,712881.0,2022-04-07,566b00b2-9693-4431-b70e-9d0a41c6ad21
Fully-functional,Kalyet Dispensary,Kipkelion,Kipkelion West,Kipkelion West,Kericho,Kalyet Community unit,712875.0,2020-01-02,de8350f6-a361-4da8-8dec-199914a5dd11
Fully-functional,Mavuno Dispensary,Mkunumbi,Lamu West,Lamu West,Lamu,Mavuno Community Unit,712873.0,2022-11-01,ae688c7b-2415-4fae-a6c5-35cf28dcf5c3
semi-functional,Karati Health Centre,Malewa West,Gilgil,Gilgil,Nakuru,Nyondia Community Health unit,712869.0,2023-06-01,d8a577cf-573a-45e7-8e52-2f73fba308ff
semi-functional,Komothai Dispensary,Murindati,Gilgil,Gilgil,Nakuru,Komothai Community Health Unit,712870.0,2023-06-01,52e2061d-ea45-433b-85dc-27bae2d7cf39
semi-functional,Eburru Dispensary,Mbaruk/Eburu,Gilgil,Gilgil,Nakuru,Koilel Community Health Unit,712871.0,2023-06-01,9316f837-4560-4bc0-8129-78e5953203d6
semi-functional,Eburru Dispensary,Mbaruk/Eburu,Gilgil,Gilgil,Nakuru,Nagum Community Health Unit,712872.0,2023-06-01,9316f837-4560-4bc0-8129-78e5953203d6
Fully-functional,Escarpment Dispensary,Lari/Kirenga,Lari,Lari,Kiambu,Ibonia Community Health Unit,713048.0,2020-06-22,ac10f74a-6775-487f-91f4-5101cd51aa45
Fully-functional,Mbaka Oromo Health Centre,North West Kisumu,Kisumu West,Kisumu West,Kisumu,Mbaka Oromo Community Health Unit,712908.0,2018-09-10,01a4abdd-b931-4520-999a-9124eca99f1d
Fully-functional,Titila (AIC) Dispensary,Wayu,Galole,Galole,Tana River,Titila (AIC) Community Unit,712855.0,2021-06-23,01e43665-fadc-4a2c-b204-943fa616e810
Fully-functional,Biafra Lions Dispensary,Eastleigh South,Kamukunji,Kamukunji,Nairobi,sewage community health unit,712854.0,2020-06-15,abcdc2bd-4113-4d12-aede-66017de666fd
Fully-functional,Kariobangi Health Centre,Kariobangi North,Embakasi North,Embakasi North,Nairobi,Kariobangi Gitathuru Community Unit,712852.0,2011-07-01,8814cf6b-38a9-4cbd-b7c4-cafbe3005b0e
Fully-functional,Sorok Dispensary,Tenges,Baringo Central,Baringo Central,Baringo,sorok community unit,712874.0,2019-08-05,dc662c4f-5912-446f-97dd-b9a473cd7b96
Fully-functional,Karen Health Centre,Karen,Langata,Langata,Nairobi,Kuwinda Community Health Unit,712813.0,2016-06-15,ae6d1467-9500-4612-be32-880dcaa8a614
Fully-functional,Soweto West Community Dispensary,Sarang'ombe,Kibra,Kibra,Nairobi,Soweto West C Community Health Unit,712853.0,2016-07-14,d4f4378a-c61c-4409-881b-a48eb223910f
Fully-functional,Lindi Community Dispensary,Lindi,Kibra,Kibra,Nairobi,Lindi J Community Health Unit,712812.0,2016-06-15,0416e3cc-5ea2-4b4f-b71a-e2e6b3d6b335
Fully-functional,Elele Dispensary,Wargudud,Mandera South,Mandera South,Mandera,ELELE COMMUNITY UNIT,712814.0,2023-05-16,16d6a555-a147-4cd5-8604-c5421b2ded31
Fully-functional,Burmayo Dispensary,Shimbir Fatuma,Mandera South,Mandera South,Mandera,BURMAYO EAST  COMMUNITY UNIT,712815.0,2023-05-10,5d75f26b-50a4-42fe-a3da-70c654c05529
Fully-functional,Burmayo Dispensary,Shimbir Fatuma,Mandera South,Mandera South,Mandera,BURMAYO COMMUNITY UNIT,712816.0,2023-05-10,5d75f26b-50a4-42fe-a3da-70c654c05529
Fully-functional,Mandera Central Sub county Hospital,Elwak North,Mandera South,Mandera South,Mandera,ELSAFARA community units,712817.0,2023-05-09,61084c78-033f-4160-88b7-71363655bf47
Fully-functional,Mandera Central Sub county Hospital,Elwak North,Mandera South,Mandera South,Mandera,ELHAGARSU COMMUNITY UNIT,712818.0,2023-05-02,61084c78-033f-4160-88b7-71363655bf47
Fully-functional,Mandera Central Sub county Hospital,Elwak North,Mandera South,Mandera South,Mandera,WATTA COMMUNITY UNIT,712819.0,2023-05-09,61084c78-033f-4160-88b7-71363655bf47
Fully-functional,Mandera Central Sub county Hospital,Elwak North,Mandera South,Mandera South,Mandera,ELHACHE COMMUNITY UNIT,712820.0,2023-05-09,61084c78-033f-4160-88b7-71363655bf47
Fully-functional,Mandera Central Sub county Hospital,Elwak North,Mandera South,Mandera South,Mandera,AFYA COMMUNITY UNIT,712821.0,2023-05-08,61084c78-033f-4160-88b7-71363655bf47
Fully-functional,Mandera Central Sub county Hospital,Elwak North,Mandera South,Mandera South,Mandera,AL UTEIBI COMMUNITY UNIT,712822.0,2023-05-08,61084c78-033f-4160-88b7-71363655bf47
Fully-functional,Mandera Central Sub county Hospital,Elwak North,Mandera South,Mandera South,Mandera,ELWAK TOWN COMMUNITY UNIT,712823.0,2023-05-09,61084c78-033f-4160-88b7-71363655bf47
Fully-functional,Mandera Central Sub county Hospital,Elwak North,Mandera South,Mandera South,Mandera,QOROBO  SHANAN COMMUNITY UNIT,712824.0,2023-05-09,61084c78-033f-4160-88b7-71363655bf47
Fully-functional,Mandera Central Sub county Hospital,Elwak North,Mandera South,Mandera South,Mandera,ADAQALO COMMUNITY UNIT,712825.0,2023-05-09,61084c78-033f-4160-88b7-71363655bf47
Fully-functional,Mandera Central Sub county Hospital,Elwak North,Mandera South,Mandera South,Mandera,DANA COMMUNITY UNIT,712826.0,2023-05-15,61084c78-033f-4160-88b7-71363655bf47
Fully-functional,Mandera Central Sub county Hospital,Elwak North,Mandera South,Mandera South,Mandera,UDOLE COMMUNITY UNIT,712827.0,2023-05-10,61084c78-033f-4160-88b7-71363655bf47
Fully-functional,Mandera Central Sub county Hospital,Elwak North,Mandera South,Mandera South,Mandera,NGUVU COMMUNITY UNIT,712828.0,2023-05-16,61084c78-033f-4160-88b7-71363655bf47
Fully-functional,Mandera Central Sub county Hospital,Elwak North,Mandera South,Mandera South,Mandera,GOYUMADO COMMUNITY UNIT,712829.0,2023-05-09,61084c78-033f-4160-88b7-71363655bf47
Fully-functional,Mandera Central Sub county Hospital,Elwak North,Mandera South,Mandera South,Mandera,GEDALO COMMUNITY UNIT,712830.0,2023-05-09,61084c78-033f-4160-88b7-71363655bf47
Fully-functional,Wargadud Health Centre,Wargudud,Mandera South,Mandera South,Mandera,BUQE COMMUNITY UNIT,712831.0,2023-05-09,089d4a71-708b-4c9d-a9de-bb2f706e3152
Fully-functional,Wargadud Nomadic Clinic,Wargudud,Mandera South,Mandera South,Mandera,IRESKINTO COMMUNITY,712832.0,2023-06-06,885277fa-d03e-494f-8482-212f1667efb9
Fully-functional,Wargadud Health Centre,Wargudud,Mandera South,Mandera South,Mandera,WARGADUD TOWN COMMUNITY UNIT,712833.0,2023-05-03,089d4a71-708b-4c9d-a9de-bb2f706e3152
Fully-functional,Wargadud Health Centre,Wargudud,Mandera South,Mandera South,Mandera,WARGADUD EAST COMMUNITY UNIT,712834.0,2023-05-02,089d4a71-708b-4c9d-a9de-bb2f706e3152
Fully-functional,Nyambene Sub County Hospital,Maua,Igembe South,Igembe South,Meru,Kilalai B Community Health Unit,712856.0,2023-04-04,bb13030f-27e0-461f-8761-0fad77f95019
semi-functional,GK Prison Annex Dispensary (Naivasha),Viwandani,Naivasha,Naivasha,Nakuru,GK Prisons Naivasha Community Health Unit,712793.0,2023-03-30,0e456c63-477b-42f9-8872-2e66a4fb84be
Fully-functional,El-Ram Dispensary,Kutulo,Mandera South,Mandera South,Mandera,ELRAM COMMUNITY UNIT,712794.0,2023-05-09,58ec14b6-bafc-4ed2-8879-407167cbb5d4
semi-functional,Mai Mahiu Maternity and Hospital,Mai Mahiu,Naivasha,Naivasha,Nakuru,Kingori Community Health Unit,712782.0,2023-03-30,e50d4356-6aa9-49c0-ab10-1d39b85bc19c
Fully-functional,Teret Dispensary,Mauche,Njoro,Njoro,Nakuru,Chebitet Community Health Unit,712783.0,2020-06-15,f554a8a4-cf91-4875-af63-e0c02d9d4de5
Fully-functional,Teret Dispensary,Mauche,Njoro,Njoro,Nakuru,Kapkembu Community Health Unit,712784.0,2020-06-15,f554a8a4-cf91-4875-af63-e0c02d9d4de5
Fully-functional,Teret Dispensary,Mauche,Njoro,Njoro,Nakuru,Mauche Community Health Unit,712785.0,2020-06-15,f554a8a4-cf91-4875-af63-e0c02d9d4de5
Fully-functional,Mau Narok Health Centre,Mau Narok,Njoro,Njoro,Nakuru,Maunarok Community Health Unit,712786.0,2010-02-01,0eeb650f-6008-49a0-a2a5-614f4ec627c4
semi-functional,Olkaria Community Health Centre(Naivasha),Olkaria,Naivasha,Naivasha,Nakuru,Kambi Turkana -Olkaria Community Health Unit.,712787.0,2023-03-30,b31e4eb7-7a18-4a4f-8a10-f5fb3680cc3d
Fully-functional,Mutarakwa Dispensary (Molo),Kihingo,Njoro,Njoro,Nakuru,Lusiru Community Health Unit,712788.0,2020-06-15,316c12a1-8ddc-4b63-962a-689ee223fcf4
semi-functional,Engashura Health Centre,Kiamaina,Bahati,Nakuru North,Nakuru,Engashura B,712789.0,2023-05-15,2da7f723-5ecd-48b7-af43-774494f9dc92
semi-functional,GK Prison Annex Dispensary (Naivasha),Viwandani,Naivasha,Naivasha,Nakuru,County Council Community Health Unit.,712790.0,2023-03-30,0e456c63-477b-42f9-8872-2e66a4fb84be
semi-functional,Kijani (Mirera) Dispensary,Hellsgate,Naivasha,Naivasha,Nakuru,Rubiri Community Health Unit.,712791.0,2023-05-30,e93b312e-71fb-4b6a-99b7-4c8fa5805fad
semi-functional,Moi Ndabi Dispensary,Maeilla,Naivasha,Naivasha,Nakuru,Sero Community Health Unit,712792.0,2023-03-30,aadca94d-0127-4b01-9f60-b3f7e7360e2b
Fully-functional,Ruiri Rural Health Demonstration Centre,Ruiru/Rwawera,Buuri,Buuri East,Meru,Nchoroiboro Community Health Unit,713060.0,2016-03-10,c5b0e7e9-5238-4dea-a8c2-bac55eb7e5d4
Fully-functional,Sumek Dispensary,Mosop,Rongai,Rongai,Nakuru,Mimwaita unit,712658.0,2023-05-02,23bd64c5-88c5-48f4-9148-fd8fee509e90
Fully-functional,Ol-Rongai Dispensary (Rongai),Menengai West,Rongai,Rongai,Nakuru,Crater olrongai,712659.0,2023-05-01,3f4527d7-e30c-4ce6-88de-7a361871919a
Fully-functional,Kfa Solai Dispensary,Solai,Rongai,Rongai,Nakuru,Arutani unit,712661.0,2023-05-02,adff50a6-e2fe-4169-b143-166b185358be
Fully-functional,Muricho Dispensary,Visoi,Rongai,Rongai,Nakuru,Moricho unit,712662.0,2023-05-03,db76ae22-585d-4b63-8c09-6a48bedb85b1
Fully-functional,Kabarak Health Centre,Menengai West,Rongai,Rongai,Nakuru,Olive inn unit,712663.0,2023-06-01,4c67335f-54f6-4aab-b04b-cd58d03eebdf
Fully-functional,Ogilgei Dispensary,Mosop,Rongai,Rongai,Nakuru,Milimani unit,712664.0,2023-05-02,6608ced1-d7bf-483e-bc4d-b2bc0074c4bd
Fully-functional,Lomolo dispensary,Soin,Rongai,Rongai,Nakuru,Majani mingi unit,712665.0,2023-05-08,a90e3bc1-45cb-46e9-8e7a-22bc111e7ad3
Fully-functional,Roret dispensary,Mosop,Rongai,Rongai,Nakuru,Roret unit,712666.0,2023-06-05,745b8cc7-2e73-4cab-8439-93a1b76dfbd6
semi-functional,Turi Dispensary,Mosop,Rongai,Rongai,Nakuru,Rongai turi,712667.0,2023-06-13,344cc0a7-07a9-44f4-99c3-88fe48bba962
Non-functional,Industrial Area Dispensary,London,Nakuru Town East,Nakuru West,Nakuru,Soilo Community Unit,712668.0,2023-06-01,e1757870-9e47-4279-babf-8c593c011ef6
Non-functional,Fitc Dispensary,London,Nakuru Town East,Nakuru West,Nakuru,Mololine Community Unit,712669.0,2023-06-01,9a9ddc92-5f83-441f-91bd-b80dda2f4209
Non-functional,Kapkures Health Centre (Nakuru West),Kapkures,Nakuru Town West,Nakuru West,Nakuru,Kapkures East community Unit,712670.0,2023-06-01,e946c901-dd4d-43c7-8949-ab6db53b051f
Non-functional,Rhonda Health centre,Rhoda,Nakuru Town West,Nakuru West,Nakuru,Lower Game Community Unit,712671.0,2023-06-01,0012e77d-f49b-4197-b4bb-bed6f21d4933
Non-functional,Rhonda Health centre,Rhoda,Nakuru Town West,Nakuru West,Nakuru,Upper Mwariki A Community Unit,712672.0,2023-06-01,0012e77d-f49b-4197-b4bb-bed6f21d4933
Non-functional,Rhonda Health centre,Rhoda,Nakuru Town West,Nakuru West,Nakuru,Upper KK Community Units,712673.0,2023-06-01,0012e77d-f49b-4197-b4bb-bed6f21d4933
Non-functional,Rhonda Health centre,Rhoda,Nakuru Town West,Nakuru West,Nakuru,Upper Jasho Community Unit,712674.0,2023-06-01,0012e77d-f49b-4197-b4bb-bed6f21d4933
Non-functional,Mother Kevin Hospital (Catholic),Kaptembwo,Nakuru Town West,Nakuru West,Nakuru,Upper Kibe Community Unit,712675.0,2023-06-01,2c543701-7c4b-42fe-8768-71f0f23d04c5
Non-functional,Mother Kevin Hospital (Catholic),Kaptembwo,Nakuru Town West,Nakuru West,Nakuru,Lower Dip,712677.0,2023-06-01,2c543701-7c4b-42fe-8768-71f0f23d04c5
Non-functional,Mother Kevin Hospital (Catholic),Kaptembwo,Nakuru Town West,Nakuru West,Nakuru,Upper Soko Mjinga community Unit,712678.0,2023-06-01,2c543701-7c4b-42fe-8768-71f0f23d04c5
Non-functional,Mother Kevin Hospital (Catholic),Kaptembwo,Nakuru Town West,Nakuru West,Nakuru,Upper Honeycup Community unit,712679.0,2023-06-01,2c543701-7c4b-42fe-8768-71f0f23d04c5
Non-functional,Nakuru Provincial General Hospital,London,Nakuru Town East,Nakuru West,Nakuru,Mlimani Community unit,712680.0,2023-06-01,189c71e1-bb7c-4e8d-9f3c-4dbcb36a7d86
Non-functional,Nakuru West Health Centre,Shaabab,Nakuru Town West,Nakuru West,Nakuru,Upper shabab community Unit,712682.0,2023-06-01,a1222eef-38ed-46da-81cb-a3c27732ab9e
Non-functional,Lalwet Dispensary,Kapkures,Nakuru Town West,Nakuru West,Nakuru,Lower lalwet community unit,712684.0,2023-06-01,c79f27a3-f01d-410b-bd44-df7ad5b9967f
Fully-functional,Upper Solai Health Centre,Kabazi,Subukia,Subukia,Nakuru,Upper Baraka Health Community Unit,712685.0,2023-05-10,8dfc67ce-b143-41f1-b4ae-2a6a43c69336
Fully-functional,Simboiyon Dispensary,Waseges,Subukia,Subukia,Nakuru,Manyatta Health Community Unit,712686.0,2023-05-10,56c361e7-37e4-46ce-8190-64b1348ba3c5
Fully-functional,Miloreni Dispensary,Subukia,Subukia,Subukia,Nakuru,Subukia Valley Community Health Unit,712687.0,2023-05-10,d36eb744-7cf7-4160-907d-d631f4548f49
Fully-functional,Upper Solai Health Centre,Kabazi,Subukia,Subukia,Nakuru,Upper Solai Community Health Unit,712688.0,2023-05-10,8dfc67ce-b143-41f1-b4ae-2a6a43c69336
Fully-functional,Upper Solai Health Centre,Kabazi,Subukia,Subukia,Nakuru,Ruiru Solai Cummunity Health Unit,712689.0,2023-05-10,8dfc67ce-b143-41f1-b4ae-2a6a43c69336
semi-functional,Maiela Health Centre,Maeilla,Naivasha,Naivasha,Nakuru,Dry Community Health Unit,712630.0,2023-03-30,ecd416b4-a8df-4c02-a322-87df9ce03af2
semi-functional,Namocha Olepolos Dispensary,Mai Mahiu,Naivasha,Naivasha,Nakuru,Empeut Community Health Unit.,712632.0,2023-03-30,35d675da-ffe4-4740-81b1-a3a65c4fd786
Fully-functional,Kadija Dispensary,Township,Mandera East,Mandera East,Mandera,Amar Community Unit,712741.0,2023-06-01,aaae55b1-1455-4efe-a4d4-42064570d61d
Fully-functional,Shafshafey Health Centre,Township,Mandera East,Mandera East,Mandera,Kamor Elle Community Unit,712742.0,2023-06-06,6ea81e78-7f87-40eb-977e-374e90d55e27
Fully-functional,Koromey Dispensary,Township,Mandera East,Mandera East,Mandera,Garbaqoley Community Unit,712743.0,2023-06-01,4e60780b-1077-4165-b027-e31e4b1ca7a6
semi-functional,Nys Karate Dispensary,Biashara,Naivasha,Naivasha,Nakuru,Good Faith Community Health Unit.,712634.0,2023-03-31,d9f47ca8-45a8-4a6d-8f3a-06aa199d4fa3
semi-functional,Kinungi Dispensary,Naivasha East,Naivasha,Naivasha,Nakuru,Mararo Community Health Unit.,712635.0,2023-03-30,e1c361d3-e297-4a87-a5e5-708dbcb5feb8
semi-functional,Karagita Health Centre,Hellsgate,Naivasha,Naivasha,Nakuru,Miti Mingi Karagita Community Health Unit.,712636.0,2023-03-30,0757f96d-5281-4c3e-aa70-29455c9ed603
semi-functional,Mai Mahiu Maternity and Hospital,Mai Mahiu,Naivasha,Naivasha,Nakuru,PCEA Maai Mahiu Community Health Unit,712637.0,2023-03-30,e50d4356-6aa9-49c0-ab10-1d39b85bc19c
Fully-functional,Minyenya Health Centre,North Kamagambo,Rongo,Rongo,Migori,Ofwanga Community Health Unit,712625.0,2022-06-22,adb020dd-67c7-4bc2-80aa-e3b7edf7ac9e
Fully-functional,Minyenya Health Centre,North Kamagambo,Rongo,Rongo,Migori,TukJowi Community Health Unit,712626.0,2022-06-22,adb020dd-67c7-4bc2-80aa-e3b7edf7ac9e
Fully-functional,Girissa Dispensary,Rhamu,Mandera North,Mandera North,Mandera,Doday community unit,712744.0,2023-01-01,9bf2b387-e825-4bbd-a7d1-2a2df1175863
Fully-functional,Minyenya Health Centre,North Kamagambo,Rongo,Rongo,Migori,Kuna Community Health Unit,712627.0,2022-06-15,adb020dd-67c7-4bc2-80aa-e3b7edf7ac9e
Fully-functional,Minyenya Health Centre,North Kamagambo,Rongo,Rongo,Migori,Minyenya Community Health Unit,712628.0,2022-06-22,adb020dd-67c7-4bc2-80aa-e3b7edf7ac9e
Fully-functional,Sukela Tinfi Dispensary,Ashabito,Mandera North,Mandera North,Mandera,Sukela Tinfia Community unit,712745.0,2023-01-01,d018020c-40a9-49e5-8db8-6d8754a8731f
Fully-functional,Shirshir dispensary,Guticha,Mandera North,Mandera North,Mandera,Shirshir Community unit,712609.0,2023-01-01,62c72df5-8f86-4c26-9e95-95072448956c
Fully-functional,Olla Health Centre,Guticha,Mandera North,Mandera North,Mandera,Hafis Dugu,712568.0,2023-01-01,7e2b0018-bc28-42fb-bcd1-062caaa793da
Fully-functional,Olla Health Centre,Guticha,Mandera North,Mandera North,Mandera,Giri Hagen,712567.0,2023-01-01,7e2b0018-bc28-42fb-bcd1-062caaa793da
Fully-functional,Mandera North Sub county Hospital,Rhamu,Mandera North,Mandera North,Mandera,Shantoley community unit,712552.0,2023-01-01,34add91c-2850-4175-bb30-2fb37e81d443
Fully-functional,Mandera North Sub county Hospital,Rhamu,Mandera North,Mandera North,Mandera,Dana Community unit,712554.0,2023-01-01,34add91c-2850-4175-bb30-2fb37e81d443
Fully-functional,Mandera North Sub county Hospital,Rhamu,Mandera North,Mandera North,Mandera,Joogo community unit,712553.0,2023-01-01,34add91c-2850-4175-bb30-2fb37e81d443
Fully-functional,Mandera North Sub county Hospital,Rhamu,Mandera North,Mandera North,Mandera,Nguvu community unit,712519.0,2023-01-01,34add91c-2850-4175-bb30-2fb37e81d443
Fully-functional,Ashabito Health Centre,Ashabito,Mandera North,Mandera North,Mandera,Kubi community unit,712520.0,2023-01-01,70eb54da-9b9d-4937-b4f6-d45d72bcb482
Fully-functional,Ashabito Health Centre,Ashabito,Mandera North,Mandera North,Mandera,Marothiley Community unit,712521.0,2023-01-01,70eb54da-9b9d-4937-b4f6-d45d72bcb482
Fully-functional,Mandera North Sub county Hospital,Rhamu,Mandera North,Mandera North,Mandera,Dagahley community unit,712454.0,2023-01-01,34add91c-2850-4175-bb30-2fb37e81d443
